device_id,device_name,sample_time,variable,value
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 08:50:00,DC Current,11.988755766666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 08:55:00,DC Current,12.392046533333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:00:00,DC Current,12.776696433333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:05:00,DC Current,9.724902233333331
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:10:00,DC Current,12.134665966666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:15:00,DC Current,13.003832966666668
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:20:00,DC Current,11.359359433333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:25:00,DC Current,9.747608066666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:30:00,DC Current,8.468486166666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:35:00,DC Current,7.183732200000001
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:40:00,DC Current,8.334165366666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:45:00,DC Current,7.891925466666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:50:00,DC Current,6.350242266666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 09:55:00,DC Current,10.612110866666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:00:00,DC Current,7.711323066666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:05:00,DC Current,8.712385566666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:10:00,DC Current,10.776916333333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:15:00,DC Current,8.3127562
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:20:00,DC Current,10.538220266666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:25:00,DC Current,7.015519900000001
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:30:00,DC Current,7.382041666666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:35:00,DC Current,10.423252766666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:40:00,DC Current,9.5070487
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:45:00,DC Current,8.809245733333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:50:00,DC Current,12.637637266666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 10:55:00,DC Current,5.5927739
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:00:00,DC Current,7.084916500000001
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:05:00,DC Current,11.923838466666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:10:00,DC Current,5.7879406
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:15:00,DC Current,10.022151233333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:20:00,DC Current,10.849627599999998
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:25:00,DC Current,4.9648017
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:30:00,DC Current,7.672602633333335
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:35:00,DC Current,13.1045402
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:40:00,DC Current,12.820109366666665
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:45:00,DC Current,8.2657023
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:50:00,DC Current,4.852653966666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 11:55:00,DC Current,8.271307866666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:00:00,DC Current,12.597794333333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:05:00,DC Current,8.055357233333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:10:00,DC Current,9.1164044
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:15:00,DC Current,9.2274689
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:20:00,DC Current,5.5560021
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:25:00,DC Current,5.869544266666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:30:00,DC Current,12.458448
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:35:00,DC Current,10.440268466666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:40:00,DC Current,8.675861166666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:45:00,DC Current,6.773165966666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:50:00,DC Current,12.466453366666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 12:55:00,DC Current,12.853849700000001
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:00:00,DC Current,12.737607033333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:05:00,DC Current,12.5154335
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:10:00,DC Current,12.979115666666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:15:00,DC Current,12.972511666666668
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:20:00,DC Current,10.301273300000002
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:25:00,DC Current,4.110717833333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:30:00,DC Current,12.438820933333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:35:00,DC Current,12.490696933333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:40:00,DC Current,5.498507533333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:45:00,DC Current,4.133824566666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:50:00,DC Current,11.684421400000002
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 13:55:00,DC Current,12.830048666666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:00:00,DC Current,10.533738
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:05:00,DC Current,10.481945099999999
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:10:00,DC Current,11.348652466666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:15:00,DC Current,9.712244033333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:20:00,DC Current,6.769244933333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:25:00,DC Current,10.424352566666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:30:00,DC Current,11.000739466666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:35:00,DC Current,12.9348521
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:40:00,DC Current,13.223657999999999
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:45:00,DC Current,13.343618
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:50:00,DC Current,13.52
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 14:55:00,DC Current,13.5288814
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:00:00,DC Current,11.892418066666668
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:05:00,DC Current,13.511931500000001
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:10:00,DC Current,10.421987733333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:15:00,DC Current,10.3694744
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:20:00,DC Current,13.3780531
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:25:00,DC Current,11.2740659
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:30:00,DC Current,5.4059273
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:35:00,DC Current,12.369370666666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:40:00,DC Current,13.02638
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:45:00,DC Current,13.153658
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:50:00,DC Current,13.212006966666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 15:55:00,DC Current,5.863341033333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:00:00,DC Current,3.4100657666666665
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:05:00,DC Current,8.188657666666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:10:00,DC Current,12.859993333333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:15:00,DC Current,13.225900166666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:20:00,DC Current,13.770470666666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:25:00,DC Current,13.901144599999999
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:30:00,DC Current,14.049171266666665
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:35:00,DC Current,11.377676633333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:40:00,DC Current,14.1536984
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:45:00,DC Current,13.360091466666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:50:00,DC Current,11.060467266666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 16:55:00,DC Current,5.036890333333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:00:00,DC Current,2.1464199999999996
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:05:00,DC Current,3.4196134
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:10:00,DC Current,9.886240733333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:15:00,DC Current,6.030295266666666
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:20:00,DC Current,1.34
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:25:00,DC Current,1.2364066666666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:30:00,DC Current,1.14
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:35:00,DC Current,1.14
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:40:00,DC Current,0.9963780000000001
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:45:00,DC Current,0.94
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:50:00,DC Current,0.7964286666666667
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 17:55:00,DC Current,0.6105083333333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:00:00,DC Current,0.3863913333333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:05:00,DC Current,0.226398
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:10:00,DC Current,0.018204333333333333
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:15:00,DC Current,-0.01
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:20:00,DC Current,-0.01
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:25:00,DC Current,-0.01
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:30:00,DC Current,-0.01
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:35:00,DC Current,-0.01
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:40:00,DC Current,-0.0008222333333333334
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 18:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 19:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 20:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 21:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 22:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-12 23:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 00:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 01:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 02:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 03:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:30:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 04:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:05:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:10:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:15:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:20:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:25:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:30:00,DC Current,0.16603596666666665
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:35:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:40:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:45:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:50:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 05:55:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 06:00:00,DC Current,0
2580,TB3 - QGFV C - INV01 - ENT07,2025-02-13 06:05:00,DC Current,0.09822866666666667
